,colnames
2293,red
2294,redone
2295,reference
2296,refine
2297,reflect
2298,reflective
2299,refreshing
2300,refuse
2301,regard
2302,regardless
2303,regret
2304,regrettably
2305,regular
2306,regularly
2307,reheat
2308,relationship
2309,relatively
2310,relax
2311,relaxed
2312,relaxing
2313,relay
2314,remain
2315,remainder
2316,remark
2317,remarkable
2318,remember
2319,remind
2320,reminder
2321,remove
2322,repeat
2323,repeatedly
2324,replace
2325,replacement
2326,reply
2327,represent
2328,request
2329,requested
2330,require
2331,requirement
2332,rescue
2333,resemble
2334,reservation
2335,reserve
2336,reserved
2337,resi
2338,resident
2339,residue
2340,resolve
2341,resort
2342,resounds
2343,respect
2344,respond
2345,response
2346,responsibility
2347,rest
2348,restauarant
2349,restaurant
2350,restaurants
2351,restrict
2352,restroom
2353,result
2354,retrieve
2355,return
2356,reunion
2357,reveal
2358,review
2359,reviews
2360,revisit
2361,revisited
2362,rhubarb
2363,rib
2364,ribeye
2365,rich
2366,richard
2367,rick
2368,ricotta
2369,ridiculous
2370,riesling
2371,right
2372,rightly
2373,ring
2374,rip
2375,ripoff
2376,rise
2377,risk
2378,risotto
2379,rita
2380,river
2381,ro
2382,road
2383,roast
2384,roasted
2385,rob
2386,robert
2387,robotic
2388,robuchon
2389,rock
2390,roka
2391,roll
2392,romance
2393,romanian
2394,romantic
2395,roof
2396,rooftop
2397,rooibos
2398,room
2399,rope
2400,rotisserie
2401,rough
2402,roughly
2403,round
2404,routine
2405,row
2406,royal
2407,rude
2408,rudely
2409,ruin
2410,rump
2411,rumpus
2412,run
2413,runny
2414,rush
2415,rustic
2416,rusty
2417,sa
2418,sad
2419,saddle
2420,sadly
2421,safe
2422,saffron
2423,salad
2424,salmon
2425,salt
2426,salty
2427,salvage
2428,sample
2429,sandal
2430,sandra
2431,sandwich
2432,sarcasm
2433,sat
2434,sate
2435,satisfy
2436,saturday
2437,sauce
2438,saucer
2439,saudi
2440,sausage
2441,sauvignon
2442,save
2443,savoury
2444,saw
2445,say
2446,scallop
2447,scene
2448,schedule
2449,scoff
2450,score
2451,scotch
2452,scottish
2453,scratch
2454,scream
2455,screen
2456,script
2457,se
2458,sea
2459,seabass
2460,seafood
2461,seal
2462,sear
2463,search
2464,seared
2465,season
2466,seasonal
2467,seasoned
2468,seat
2469,seating
2470,sebastian
2471,second
2472,secondary
2473,secondly
2474,section
2475,secure
2476,security
2477,seeing
2478,seek
2479,select
2480,selection
2481,self
2482,sell
2483,semi
2484,send
2485,senior
2486,sensation
2487,sensational
2488,sense
2489,separate
2490,separately
2491,seriously
2492,serve
2493,served
2494,server
2495,service
2496,sesame
2497,set
2498,setback
2499,setting
2500,settle
2501,severe
2502,severel
2503,shaard
2504,shake
2505,shall
2506,shamble
2507,shame
2508,shape
2509,shard
2510,share
2511,sharing
2512,sheer
2513,sheet
2514,shelf
2515,shell
2516,shelter
2517,sheltered
2518,shin
2519,shine
2520,shirt
2521,shock
2522,shocking
2523,shoddy
2524,shoe
2525,shoreditch
2526,short
2527,shortbread
2528,shorten
2529,shortened
2530,shortly
2531,shot
2532,shoulder
2533,shout
2534,shrimp
2535,sick
2536,sigh
2537,sight
2538,sign
2539,signature
2540,significant
2541,significantly
2542,similar
2543,simple
2544,simply
2545,sing
2546,singer
2547,single
2548,sink
2549,sip
2550,sipping
2551,sirloin
2552,sit
2553,site
2554,sits
2555,situate
2556,situation
2557,size
2558,skill
2559,skills
2560,sky
2561,skyline
2562,skyscraper
2563,slap
2564,slavek
2565,sleep
2566,slick
2567,slight
2568,slightly
2569,slimy
2570,slip
2571,slop
2572,slot
2573,slow
2574,slowly
2575,small
2576,smart
2577,smell
2578,smile
2579,smite
2580,smoke
2581,smoked
2582,smoking
2583,smoky
2584,smooth
2585,snack
2586,snappy
2587,sneak
2588,sneeze
2589,snobby
2590,snottiness
2591,social
2592,sofa
2593,soft
2594,soggy
2595,solution
2596,somewhat
2597,sommelier
2598,son
2599,song
2600,soon
2601,sooo
2602,soooo
2603,soooooo
2604,sophisticated
2605,sorbet
2606,sorroundings
2607,sorry
2608,sort
2609,souffle
2610,soul
2611,sound
2612,soup
2613,sour
2614,sourced
2615,sous
2616,south
2617,soya
2618,space
2619,spacious
2620,spaghetti
2621,span
2622,spanish
2623,spare
2624,sparkle
2625,sparkling
2626,sparsely
2627,speak
2628,special
2629,specialise
2630,specially
2631,specifically
2632,spectacular
2633,speed
2634,speedy
2635,spell
2636,spend
2637,spending
2638,spent
2639,spice
2640,spicy
2641,spikey
2642,spill
2643,spinach
2644,spirit
2645,splash
2646,splendid
2647,split
2648,spoil
2649,spontaneous
2650,spoon
2651,sportswear
2652,spot
2653,spread
2654,spring
2655,sprinkle
2656,sprite
2657,squaremeal
2658,squash
2659,squeal
2660,squealing
2661,squid
2662,squizzed
2663,st
2664,staff
2665,staffed
2666,stagger
2667,stair
2668,staircase
2669,stake
2670,stand
2671,standard
2672,standout
2673,staple
2674,star
2675,start
2676,starter
2677,starting
2678,starve
2679,state
2680,stater
2681,station
2682,stay
2683,steak
2684,steaks
2685,steal
2686,steam
2687,steamed
2688,steep
2689,stein
2690,stellar
2691,stem
2692,step
2693,stephan
2694,stereotypical
2695,stew
2696,stock
2697,stone
2698,stool
2699,stop
2700,stopping
2701,storey
2702,storm
2703,story
2704,straight
2705,strand
2706,strange
2707,straw
2708,strawberry
2709,stray
2710,stream
2711,street
2712,strength
2713,stress
2714,stressful
2715,stressibg
2716,strong
2717,strongly
2718,struggle
2719,student
2720,stuff
2721,stuffed
2722,stuffy
2723,stun
2724,stunning
2725,stupid
2726,style
2727,stylish
2728,stylishly
2729,sublime
2730,substance
2731,substantial
2732,subtle
2733,success
2734,successful
2735,succession
2736,succulent
2737,suchlike
2738,suffer
2739,sugar
2740,suggest
2741,suit
2742,suitably
2743,summary
2744,summer
2745,sun
2746,sunday
2747,sunglass
2748,sunny
2749,sunrise
2750,sunset
2751,sunshine
2752,super
2753,superb
2754,superior
2755,superlative
2756,supervet
2757,supper
2758,supply
2759,suppose
2760,supposedly
2761,sure
2762,surely
2763,surly
2764,surprise
2765,surprised
2766,surprising
2767,surprisingly
2768,surround
2769,surroundings
2770,suspect
2771,suspicion
2772,swamp
2773,swathe
2774,sweet
2775,sweetbread
2776,swift
2777,swiftly
2778,swing
2779,switch
2780,switzerland
2781,sympathetic
2782,tab
2783,table
2784,tad
2785,tail
2786,taint
2787,taittinger
2788,takeaway
2789,talented
2790,talk
2791,talkie
2792,tall
2793,taller
2794,tang
2795,taook
2796,tap
2797,tarnish
2798,tart
2799,tartar
2800,tartare
2801,taste
2802,tasteless
2803,taster
2804,tastey
2805,tasting
2806,tasty
2807,tatyana
2808,taxi
2809,te
2810,tea
2811,team
2812,tear
2813,technical
2814,teethe
2815,tel
2816,telephone
2817,telescope
2818,tell
2819,temperature
2820,tend
2821,tender
2822,teodora
2823,tepid
2824,tequila
2825,terasse
2826,term
2827,terrace
2828,terrasse
2829,terrible
2830,terrific
2831,tersigni
2832,test
2833,texture
2834,textures
2835,thames
2836,thank
2837,thankful
2838,thankfully
2839,thanks
2840,thats
2841,theme
2842,theory
2843,thing
2844,think
2845,thirsty
2846,thirty
2847,thorough
2848,thoroughly
2849,thought
2850,thoughtful
2851,thoughtfully
2852,thread
2853,thrill
2854,throat
2855,throughly
2856,throught
2857,throw
2858,thursday
2859,thy
2860,thymus
2861,tick
2862,ticket
2863,tighten
2864,till
2865,tim
2866,time
2867,timing
2868,tiny
2869,tip
2870,tips
2871,tiramisu
2872,tire
2873,title
2874,toast
2875,today
2876,toddler
2877,toilet
2878,token
2879,told
2880,tolerable
2881,tolerance
2882,tomas
2883,tomato
2884,tomorrow
2885,tone
2886,tonic
2887,tonight
2888,torch
2889,torched
2890,tortellini
2891,total
2892,totally
2893,touch
2894,tour
2895,tourist
2896,tower
2897,town
2898,track
2899,traditional
2900,traffic
2901,train
2902,trainer
2903,training
2904,trait
2905,transient
2906,translate
2907,transport
2908,transpose
2909,travel
2910,traveler
2911,travesty
2912,treat
2913,treatment
2914,trek
2915,tremendous
2916,trendy
2917,trim
2918,trip
2919,tripadvisor
2920,tropical
2921,trouble
2922,trouser
2923,true
2924,truffle
2925,truly
2926,trumpet
2927,trust
2928,try
2929,tsrnascripted
2930,tube
2931,tuck
2932,tuesday
2933,tuna
2934,tune
2935,turbot
2936,turkey
2937,turn
2938,turned
2939,twice
2940,twist
2941,type
2942,typical
2943,uber
2944,uk
2945,unable
2946,unacceptable
2947,unannounced
2948,unapologetic
2949,unaware
2950,unbeatable
2951,unbelievable
2952,uncluttered
2953,uncomfortable
2954,uncomplicated
2955,unctuous
2956,undeniable
2957,undercooked
2958,underrated
2959,understaffed
2960,understand
2961,understandable
2962,understanding
2963,understatement
2964,underwhelming
2965,unexpected
2966,unfailingly
2967,unfinished
2968,unforgettable
2969,unfortunate
2970,unfortunately
2971,unfortunetly
2972,unfriendly
2973,unhelpful
2974,uniformed
2975,uninspiring
2976,unique
2977,uniquely
2978,universally
2979,unjustified
2980,unknown
2981,unless
2982,unlike
2983,unlimited
2984,unnecessarily
2985,unobstructed
2986,unpleasant
2987,unpleasantness
2988,unpretentious
2989,unqualified
2990,unreal
2991,unreasonable
2992,unsure
2993,unsurprisingly
2994,untidy
2995,untruthful
2996,unusual
2997,unwarranted
2998,unwelcome
2999,unwelcoming
3000,unwilling
3001,unwittingly
3002,update
3003,upmarket
3004,upper
3005,ups
3006,upset
3007,upstairs
3008,use
3009,user
3010,usual
3011,usually
3012,utmost
3013,utter
3014,valentine
3015,value
3016,vanilla
3017,varied
3018,variety
3019,various
3020,vast
3021,veal
3022,veg
3023,vegan
3024,vegetable
3025,vegetarian
3026,vegitarian
3027,veiws
3028,veloute
3029,veni
3030,venison
3031,ventsislava
3032,venture
3033,venue
3034,verge
3035,verse
3036,version
3037,vey
3038,vibe
3039,vicinity
3040,view
3041,viewing
3042,village
3043,vin
3044,vineyard
3045,vini
3046,viognier
3047,vip
3048,virtually
3049,visible
3050,vision
3051,visit
3052,visiting
3053,visitor
3054,vista
3055,vocabulary
3056,voice
3057,volume
3058,vomiting
3059,vsit
3060,wagyu
3061,wais
3062,wait
3063,waited
3064,waiter
3065,waitered
3066,waiting
3067,waitor
3068,waitress
3069,wakame
3070,wakeup
3071,walk
3072,walkie
3073,wall
3074,wallpaper
3075,wan
3076,want
3077,waouuhh
3078,ward
3079,warf
3080,warm
3081,warmer
3082,warmish
3083,warmly
3084,warmth
3085,warn
3086,warrant
3087,wasabi
3088,wash
3089,washroom
3090,wasnt
3091,waste
3092,wasteful
3093,watch
3094,water
3095,wave
3096,way
3097,weak
3098,wear
3099,weather
3100,weatherspoon
3101,website
3102,wed
3103,weddell
3104,wedding
3105,wednesday
3106,wee
3107,week
3108,weekday
3109,weekend
3110,weeknight
3111,weight
3112,weird
3113,welcome
3114,welcoming
3115,west
3116,whalf
3117,whaou
3118,wharf
3119,wharfers
3120,whathever
3121,whatsoever
3122,wheel
3123,whilst
3124,whisk
3125,white
3126,wholesale
3127,wide
3128,widely
3129,wiev
3130,wife
3131,wild
3132,wile
3133,willing
3134,willingly
3135,win
3136,wind
3137,window
3138,windows
3139,windy
3140,wine
3141,winelist
3142,winner
3143,winter
3144,wipe
3145,wish
3146,witness
3147,wlll
3148,woman
3149,wonder
3150,wonderful
3151,wonderfully
3152,wood
3153,wooden
3154,word
3155,work
3156,worker
3157,working
3158,world
3159,worldwide
3160,worry
3161,worth
3162,worthy
3163,wouldnt
3164,wow
3165,wrap
3166,write
3167,wrong
3168,wrongly
3169,xxx
3170,xxxx
3171,year
3172,yep
3173,yes
3174,yesterday
3175,yo
3176,yolk
3177,york
3178,young
3179,yr
3180,yummmm
3181,yummy
3182,yuzu
3183,zesty
